Attrition,Business,CF Age Band,CF Attrition Lable,Department,Education Field,Emp No,Employee Number,Gender,Job Role,Marital Status,Overtime,Over 18,Training Times,Traning Times Last Year,-2,0,Age,CF_current Employee,Daily Rate,Distance From Home,Education,Education ,EmployeeCount,Environment Satisfaction,Hourly Rate,Job Involvement,job Level,Job  Satisfaction,Monthly income,Monthly Rate ,Num Companies Worked,Percent Sallary Hike ,Performance Rating Relationship Satisfactior,Standard Hours,Stock Optional Level,total work years,Work
Yes,Corporate,30-39,Current,IT,Science,482,1482,Female,Engineer,Married,Yes,Y,7,3,-2,0,35,No,888,7,2,4,1,2,92,1,2,2,13144,3699,1,11,2,80,0,18,44
Yes,Corporate,30-39,Current,HR,Engineering,483,1483,Female,Executive,Divorced,Yes,Y,8,7,-2,0,34,Yes,425,30,4,5,1,4,31,3,2,1,12450,18007,3,12,1,80,1,0,26
Yes,Corporate,20-29,Attrited,R&D,Engineering,484,1484,Female,Analyst,Divorced,No,Y,2,10,-2,0,26,Yes,526,25,1,2,1,4,90,2,2,3,16440,11700,3,2,5,80,0,22,86
No,Corporate,50-59,Attrited,Sales,Engineering,485,1485,Male,Manager,Single,No,Y,9,4,-2,0,52,No,738,41,4,3,1,4,52,2,5,2,1529,2110,3,17,2,80,0,13,12
Yes,Corporate,10-19,Attrited,Sales,Medical,486,1486,Female,Engineer,Married,Yes,Y,10,3,-2,0,18,Yes,544,1,1,4,1,4,100,4,1,2,10670,3598,6,22,5,80,0,40,11
Yes,Corporate,50-59,Current,R&D,Medical,487,1487,Male,Executive,Divorced,Yes,Y,5,3,-2,0,51,Yes,605,12,1,2,1,4,81,3,3,3,7326,6579,1,19,5,80,3,40,93
No,Corporate,20-29,Attrited,HR,Commerce,488,1488,Male,Executive,Single,No,Y,3,9,-2,0,29,Yes,114,49,2,5,1,3,42,3,5,3,7932,7385,1,25,3,80,2,21,73
No,Corporate,20-29,Attrited,Sales,Engineering,489,1489,Male,Analyst,Single,Yes,Y,7,6,-2,0,27,Yes,491,11,2,3,1,4,23,1,1,4,19312,8454,9,2,1,80,1,9,5
Yes,Corporate,50-59,Attrited,Finance,Science,490,1490,Female,Analyst,Married,No,Y,7,9,-2,0,57,No,337,48,5,4,1,1,91,2,4,3,18391,3152,9,16,5,80,2,26,14
Yes,Corporate,20-29,Attrited,IT,Medical,491,1491,Male,Engineer,Single,No,Y,5,8,-2,0,29,No,296,21,1,4,1,1,33,1,3,2,18301,16423,8,19,3,80,3,12,19
Yes,Corporate,30-39,Current,Finance,Arts,492,1492,Male,Analyst,Married,No,Y,8,5,-2,0,33,Yes,264,8,3,1,1,3,37,1,5,3,16167,8922,4,0,4,80,0,35,2
Yes,Corporate,40-49,Current,Sales,Commerce,493,1493,Male,Clerk,Single,No,Y,4,4,-2,0,44,Yes,209,49,1,2,1,2,44,2,2,4,5651,4200,0,20,1,80,0,7,50
Yes,Corporate,30-39,Attrited,Finance,Science,494,1494,Male,Engineer,Divorced,Yes,Y,6,10,-2,0,32,Yes,320,47,4,5,1,4,52,2,4,2,15749,13132,9,11,2,80,1,40,32
Yes,Corporate,40-49,Current,IT,Science,495,1495,Male,Clerk,Married,Yes,Y,4,9,-2,0,41,Yes,362,44,3,4,1,4,97,2,4,2,2887,7331,10,15,3,80,1,15,97
No,Corporate,10-19,Current,HR,Medical,496,1496,Female,Engineer,Married,No,Y,10,9,-2,0,19,No,394,11,3,4,1,1,42,1,4,2,4742,16950,7,10,5,80,1,29,37
Yes,Corporate,30-39,Current,HR,Commerce,497,1497,Male,Analyst,Single,No,Y,8,4,-2,0,31,No,161,31,4,2,1,1,75,2,2,2,13241,17667,1,18,2,80,1,3,63
Yes,Corporate,20-29,Attrited,Sales,Arts,498,1498,Female,Clerk,Married,Yes,Y,2,2,-2,0,22,No,674,16,4,1,1,4,32,3,1,2,5020,12535,6,22,3,80,3,18,8
No,Corporate,10-19,Attrited,HR,Arts,499,1499,Male,Analyst,Single,Yes,Y,7,7,-2,0,19,Yes,347,33,4,5,1,2,30,1,4,4,5054,5057,5,1,4,80,3,33,57
No,Corporate,50-59,Current,Finance,Medical,500,1500,Male,Engineer,Married,Yes,Y,5,9,-2,0,53,Yes,634,37,3,4,1,3,45,4,3,1,12354,15343,0,16,4,80,2,24,73
Yes,Corporate,40-49,Attrited,Sales,Arts,501,1501,Female,Executive,Divorced,Yes,Y,5,1,-2,0,45,Yes,327,41,3,3,1,2,86,2,4,3,8622,4592,7,16,1,80,3,13,57
Yes,Corporate,20-29,Current,IT,Arts,502,1502,Male,Clerk,Married,No,Y,5,2,-2,0,27,Yes,302,4,5,1,1,2,93,2,4,3,5006,13119,0,16,1,80,1,15,3
Yes,Corporate,50-59,Current,HR,Science,503,1503,Male,Clerk,Single,Yes,Y,6,4,-2,0,51,No,659,6,3,2,1,2,24,2,5,3,16678,1780,3,21,4,80,3,3,49
No,Corporate,30-39,Current,HR,Engineering,504,1504,Female,Manager,Divorced,Yes,Y,1,6,-2,0,36,No,479,35,3,4,1,3,31,3,5,3,10769,3381,6,20,4,80,1,17,13
Yes,Corporate,50-59,Attrited,R&D,Engineering,505,1505,Female,Executive,Divorced,No,Y,9,7,-2,0,50,Yes,367,34,5,3,1,3,37,2,4,1,12876,3451,2,15,5,80,3,34,25
Yes,Corporate,30-39,Current,HR,Commerce,506,1506,Female,Analyst,Married,No,Y,6,1,-2,0,31,No,871,40,5,2,1,2,68,1,3,3,18760,18222,10,20,2,80,2,1,15
No,Corporate,20-29,Current,Sales,Commerce,507,1507,Female,Executive,Married,Yes,Y,3,0,-2,0,26,No,600,10,1,4,1,2,32,4,1,2,14646,4124,4,13,1,80,0,37,22
Yes,Corporate,30-39,Attrited,Finance,Commerce,508,1508,Female,Manager,Single,Yes,Y,1,3,-2,0,31,Yes,467,11,3,3,1,1,28,2,3,4,19245,10859,4,5,1,80,2,18,43
Yes,Corporate,50-59,Current,HR,Commerce,509,1509,Male,Engineer,Married,Yes,Y,2,0,-2,0,57,No,403,47,1,5,1,4,23,2,3,1,9249,3992,8,3,1,80,3,10,57
No,Corporate,20-29,Current,R&D,Science,510,1510,Male,Executive,Married,Yes,Y,3,3,-2,0,22,Yes,181,39,5,2,1,2,98,1,5,2,9509,5765,5,20,5,80,2,13,47
Yes,Corporate,20-29,Attrited,Finance,Science,511,1511,Female,Clerk,Divorced,No,Y,6,0,-2,0,25,Yes,365,14,3,5,1,2,90,1,4,2,15306,6276,2,13,1,80,0,2,98
Yes,Corporate,20-29,Current,Sales,Engineering,512,1512,Male,Clerk,Single,Yes,Y,2,4,-2,0,24,Yes,836,48,4,3,1,3,40,1,3,3,16337,1629,8,24,2,80,3,30,2
No,Corporate,50-59,Attrited,IT,Engineering,513,1513,Male,Engineer,Married,No,Y,5,9,-2,0,56,No,538,28,3,3,1,1,78,2,2,3,5024,10237,1,14,4,80,2,40,29
No,Corporate,50-59,Current,Sales,Arts,514,1514,Female,Engineer,Single,Yes,Y,2,4,-2,0,54,Yes,562,2,3,2,1,3,27,1,5,2,9136,9198,7,12,2,80,0,5,49
Yes,Corporate,50-59,Current,Finance,Engineering,515,1515,Male,Engineer,Married,Yes,Y,4,7,-2,0,52,Yes,626,44,3,1,1,3,45,2,5,3,8780,19491,5,10,4,80,2,5,90
No,Corporate,40-49,Attrited,Sales,Medical,516,1516,Male,Clerk,Single,Yes,Y,10,8,-2,0,42,No,842,41,4,5,1,2,43,1,5,2,4929,4094,3,14,1,80,3,4,49
Yes,Corporate,30-39,Attrited,IT,Arts,517,1517,Female,Executive,Single,Yes,Y,5,7,-2,0,31,Yes,664,43,1,4,1,2,75,3,5,3,1444,14293,5,10,5,80,3,21,12
Yes,Corporate,40-49,Attrited,R&D,Engineering,518,1518,Female,Engineer,Divorced,No,Y,2,2,-2,0,46,No,884,41,2,3,1,1,25,3,4,1,15189,16635,9,8,3,80,2,39,63
No,Corporate,30-39,Current,Finance,Engineering,519,1519,Female,Engineer,Single,No,Y,4,10,-2,0,37,Yes,182,16,1,2,1,4,81,2,5,4,19702,10524,10,15,5,80,1,26,93
No,Corporate,20-29,Current,HR,Medical,520,1520,Female,Manager,Single,No,Y,5,5,-2,0,22,Yes,831,4,5,3,1,1,26,3,2,2,11202,7466,10,4,4,80,2,17,77
Yes,Corporate,40-49,Attrited,HR,Science,521,1521,Female,Executive,Divorced,Yes,Y,2,0,-2,0,48,Yes,190,26,4,2,1,2,25,4,2,2,10070,11287,10,10,2,80,1,6,62
Yes,Corporate,40-49,Current,Finance,Arts,522,1522,Male,Analyst,Married,No,Y,8,10,-2,0,47,Yes,194,4,2,4,1,4,33,4,5,3,8478,12248,3,7,5,80,0,18,79
No,Corporate,40-49,Current,R&D,Commerce,523,1523,Female,Analyst,Divorced,Yes,Y,6,3,-2,0,43,Yes,300,3,5,4,1,4,59,2,4,2,18010,13586,4,2,1,80,1,4,22
Yes,Corporate,50-59,Attrited,IT,Medical,524,1524,Female,Executive,Divorced,Yes,Y,3,6,-2,0,50,Yes,768,37,1,1,1,4,31,2,2,4,12971,16779,8,9,2,80,3,1,22
No,Corporate,40-49,Current,R&D,Engineering,525,1525,Female,Analyst,Divorced,No,Y,9,0,-2,0,44,Yes,612,33,1,4,1,3,57,2,1,2,19790,11485,10,12,5,80,0,36,49
Yes,Corporate,30-39,Current,Finance,Science,526,1526,Male,Clerk,Married,No,Y,3,6,-2,0,33,No,157,18,5,3,1,4,78,3,3,2,16286,19866,3,21,1,80,2,0,8
Yes,Corporate,30-39,Attrited,HR,Engineering,527,1527,Male,Manager,Single,No,Y,9,9,-2,0,36,No,825,20,2,2,1,2,36,3,5,3,13909,5895,7,10,3,80,1,25,98
Yes,Corporate,50-59,Attrited,HR,Science,528,1528,Female,Analyst,Married,Yes,Y,6,5,-2,0,57,Yes,897,50,1,2,1,3,30,2,5,1,14094,4124,2,23,3,80,2,4,15
Yes,Corporate,40-49,Attrited,Sales,Engineering,529,1529,Male,Manager,Single,No,Y,9,5,-2,0,47,Yes,407,15,3,4,1,2,54,2,2,2,11744,6017,8,6,3,80,1,15,49
Yes,Corporate,40-49,Current,HR,Commerce,530,1530,Female,Analyst,Married,Yes,Y,5,2,-2,0,40,No,766,13,3,1,1,1,87,4,1,2,13047,3725,2,24,5,80,1,6,73
Yes,Corporate,20-29,Attrited,Finance,Science,531,1531,Male,Analyst,Married,No,Y,3,5,-2,0,25,Yes,629,10,4,2,1,3,49,1,3,1,8481,4133,6,18,3,80,2,10,88
No,Corporate,20-29,Current,IT,Engineering,532,1532,Female,Clerk,Single,No,Y,1,2,-2,0,24,Yes,725,41,5,5,1,3,95,4,4,4,15968,11682,4,18,5,80,2,21,61
No,Corporate,40-49,Current,HR,Commerce,533,1533,Female,Clerk,Married,No,Y,2,2,-2,0,49,No,787,14,1,3,1,1,53,4,4,1,9283,16925,6,10,2,80,2,25,85
Yes,Corporate,20-29,Attrited,R&D,Science,534,1534,Male,Analyst,Married,No,Y,9,5,-2,0,28,Yes,984,18,4,5,1,3,25,3,1,3,11820,7842,8,2,1,80,0,22,29
No,Corporate,50-59,Attrited,Finance,Arts,535,1535,Male,Engineer,Divorced,No,Y,6,9,-2,0,57,Yes,846,9,3,4,1,3,45,3,2,3,18878,10769,9,25,3,80,3,0,42
Yes,Corporate,10-19,Current,Finance,Medical,536,1536,Male,Executive,Divorced,Yes,Y,5,1,-2,0,18,No,977,45,4,2,1,2,38,3,1,2,15491,4691,2,11,3,80,2,29,9
Yes,Corporate,40-49,Current,IT,Science,537,1537,Female,Manager,Divorced,Yes,Y,5,3,-2,0,44,No,443,8,2,5,1,1,81,2,5,3,19748,9305,4,22,3,80,1,39,10
No,Corporate,20-29,Attrited,IT,Arts,538,1538,Male,Analyst,Married,Yes,Y,1,9,-2,0,26,No,264,21,1,3,1,1,96,4,4,4,8000,3803,4,8,4,80,0,13,78
Yes,Corporate,20-29,Current,Sales,Arts,539,1539,Male,Executive,Divorced,Yes,Y,7,6,-2,0,20,No,993,38,4,4,1,1,88,2,1,4,3799,17667,1,24,4,80,3,3,22
Yes,Corporate,30-39,Attrited,IT,Engineering,540,1540,Male,Executive,Single,Yes,Y,4,10,-2,0,30,No,714,38,2,1,1,2,67,3,5,1,1077,1269,6,1,2,80,0,1,78
Yes,Corporate,50-59,Current,R&D,Science,541,1541,Female,Engineer,Single,No,Y,10,8,-2,0,52,No,770,10,1,5,1,1,47,1,3,1,17320,15024,5,0,1,80,2,25,75
Yes,Corporate,30-39,Attrited,R&D,Arts,542,1542,Female,Executive,Married,Yes,Y,5,7,-2,0,33,Yes,595,25,5,5,1,3,95,1,1,2,3533,12221,4,10,1,80,0,1,77
No,Corporate,20-29,Attrited,Finance,Engineering,543,1543,Female,Executive,Single,Yes,Y,7,5,-2,0,28,No,743,8,4,4,1,3,35,2,5,4,16195,3779,2,1,5,80,2,29,48
Yes,Corporate,40-49,Attrited,Sales,Engineering,544,1544,Female,Analyst,Divorced,No,Y,10,7,-2,0,47,No,292,10,3,5,1,2,54,2,2,4,11663,19324,10,21,4,80,3,18,67
No,Corporate,40-49,Current,HR,Science,545,1545,Female,Engineer,Divorced,Yes,Y,5,9,-2,0,41,No,829,47,3,4,1,1,25,4,5,1,18787,14715,3,12,5,80,2,5,63
Yes,Corporate,20-29,Current,Sales,Medical,546,1546,Male,Analyst,Divorced,Yes,Y,10,7,-2,0,27,Yes,647,32,1,3,1,3,38,4,3,2,11838,19621,10,17,4,80,1,19,67
Yes,Corporate,50-59,Current,Sales,Commerce,547,1547,Male,Clerk,Single,Yes,Y,2,5,-2,0,59,No,753,46,5,1,1,4,65,4,2,1,17291,11540,6,10,1,80,1,26,36
No,Corporate,30-39,Attrited,R&D,Engineering,548,1548,Male,Analyst,Single,Yes,Y,9,9,-2,0,32,No,408,3,1,2,1,2,29,2,1,3,9032,1610,10,6,3,80,1,35,47
Yes,Corporate,20-29,Attrited,Sales,Science,549,1549,Female,Clerk,Single,No,Y,8,9,-2,0,22,No,858,30,5,3,1,4,21,4,1,1,2230,15374,0,24,5,80,0,10,12
No,Corporate,20-29,Current,IT,Medical,550,1550,Female,Engineer,Married,Yes,Y,5,5,-2,0,23,Yes,811,7,5,1,1,2,75,3,3,3,11547,19844,5,17,5,80,2,28,61
Yes,Corporate,40-49,Attrited,R&D,Engineering,551,1551,Male,Manager,Divorced,Yes,Y,3,6,-2,0,40,No,595,30,2,1,1,4,80,3,3,3,1759,12705,5,6,3,80,2,16,32
Yes,Corporate,30-39,Attrited,Finance,Commerce,552,1552,Male,Executive,Single,No,Y,2,5,-2,0,39,Yes,178,45,2,2,1,2,42,2,3,2,18505,9904,1,9,3,80,1,7,90
No,Corporate,20-29,Attrited,Finance,Medical,553,1553,Male,Clerk,Married,No,Y,5,4,-2,0,26,Yes,340,45,4,4,1,3,77,1,3,1,4848,6536,9,6,4,80,2,26,99
Yes,Corporate,40-49,Attrited,IT,Commerce,554,1554,Female,Manager,Married,No,Y,1,0,-2,0,42,No,821,29,5,5,1,3,45,2,5,1,7155,14991,7,18,3,80,0,30,58
No,Corporate,40-49,Attrited,Sales,Science,555,1555,Female,Clerk,Single,Yes,Y,1,3,-2,0,41,Yes,175,33,5,5,1,3,28,4,4,3,16528,3539,4,4,2,80,2,27,14
Yes,Corporate,30-39,Attrited,Sales,Commerce,556,1556,Male,Engineer,Single,No,Y,8,4,-2,0,37,Yes,713,29,5,4,1,1,20,4,1,2,14087,8269,0,8,1,80,1,38,71
Yes,Corporate,30-39,Attrited,R&D,Medical,557,1557,Female,Analyst,Married,Yes,Y,8,7,-2,0,37,Yes,950,40,1,5,1,1,91,2,3,2,1126,5069,9,19,1,80,0,30,44
No,Corporate,50-59,Attrited,Sales,Medical,558,1558,Female,Clerk,Single,No,Y,10,4,-2,0,50,Yes,736,25,1,2,1,1,24,2,3,4,5982,3311,7,19,3,80,1,24,47
No,Corporate,40-49,Current,Finance,Medical,559,1559,Female,Manager,Divorced,No,Y,8,8,-2,0,44,Yes,138,7,4,1,1,4,53,1,2,4,5341,4425,5,0,3,80,1,0,51
No,Corporate,20-29,Current,HR,Arts,560,1560,Female,Analyst,Married,No,Y,2,4,-2,0,23,No,656,46,2,2,1,3,100,2,4,1,9042,9100,0,5,2,80,1,36,25
Yes,Corporate,20-29,Attrited,Sales,Science,561,1561,Male,Clerk,Single,Yes,Y,1,2,-2,0,26,Yes,495,31,1,4,1,3,70,2,4,3,13146,8182,0,18,4,80,2,14,55
No,Corporate,40-49,Attrited,HR,Engineering,562,1562,Female,Clerk,Single,No,Y,10,7,-2,0,44,Yes,326,31,4,2,1,4,31,4,4,3,11663,13831,3,15,2,80,3,11,9
No,Corporate,20-29,Attrited,IT,Commerce,563,1563,Female,Manager,Single,No,Y,3,3,-2,0,21,No,618,3,2,1,1,1,34,4,2,3,19280,3684,4,14,3,80,2,24,30
Yes,Corporate,40-49,Attrited,IT,Medical,564,1564,Male,Manager,Married,Yes,Y,9,6,-2,0,45,No,607,17,2,5,1,4,97,1,5,3,3275,14578,5,1,4,80,3,24,9
Yes,Corporate,30-39,Current,IT,Medical,565,1565,Male,Executive,Divorced,Yes,Y,7,4,-2,0,35,Yes,578,34,3,3,1,2,81,4,2,2,4147,7689,8,24,5,80,3,36,57
No,Corporate,20-29,Current,HR,Engineering,566,1566,Female,Analyst,Married,No,Y,6,2,-2,0,20,Yes,401,16,5,3,1,1,76,3,2,3,8175,3518,10,16,2,80,3,31,28
No,Corporate,60-69,Attrited,R&D,Engineering,567,1567,Male,Manager,Divorced,No,Y,10,9,-2,0,60,No,732,3,1,4,1,4,75,2,5,2,1034,16601,0,1,4,80,2,18,34
No,Corporate,20-29,Attrited,HR,Engineering,568,1568,Male,Executive,Single,Yes,Y,8,1,-2,0,26,Yes,408,50,1,5,1,4,38,4,5,4,13178,5552,10,6,4,80,0,32,42
No,Corporate,30-39,Current,Finance,Engineering,569,1569,Male,Analyst,Divorced,Yes,Y,8,9,-2,0,35,No,107,38,3,2,1,3,75,4,5,2,15620,19030,9,5,5,80,2,33,0
Yes,Corporate,30-39,Current,IT,Medical,570,1570,Female,Engineer,Single,No,Y,7,3,-2,0,34,Yes,674,12,3,1,1,3,55,4,5,1,10068,5416,10,8,4,80,1,33,12
Yes,Corporate,30-39,Attrited,IT,Arts,571,1571,Male,Engineer,Married,No,Y,4,1,-2,0,33,No,380,5,2,1,1,3,85,4,2,2,5016,18541,5,9,3,80,2,20,7
No,Corporate,30-39,Current,Finance,Medical,572,1572,Female,Executive,Divorced,Yes,Y,6,3,-2,0,31,Yes,257,49,1,3,1,2,82,2,4,3,10837,18020,6,2,5,80,3,15,12
Yes,Corporate,20-29,Attrited,HR,Medical,573,1573,Male,Executive,Divorced,Yes,Y,6,9,-2,0,29,No,815,42,3,3,1,3,53,2,5,4,17279,5453,8,10,5,80,2,37,32
No,Corporate,10-19,Attrited,Finance,Commerce,574,1574,Male,Engineer,Married,Yes,Y,1,1,-2,0,19,Yes,689,46,3,2,1,2,88,2,3,1,18152,8837,9,4,4,80,0,22,29
Yes,Corporate,30-39,Attrited,IT,Arts,575,1575,Male,Manager,Divorced,No,Y,10,6,-2,0,31,Yes,463,8,4,3,1,3,66,2,2,3,19863,17157,9,5,5,80,3,1,75
No,Corporate,40-49,Current,Finance,Engineering,576,1576,Female,Engineer,Single,Yes,Y,5,6,-2,0,47,Yes,646,3,4,1,1,2,71,1,4,4,4188,3924,4,4,1,80,2,33,74
Yes,Corporate,30-39,Attrited,Finance,Engineering,577,1577,Male,Clerk,Single,Yes,Y,3,6,-2,0,36,Yes,116,16,3,2,1,2,58,4,5,1,1658,6964,0,1,4,80,2,33,20
Yes,Corporate,50-59,Current,Finance,Arts,578,1578,Male,Engineer,Married,No,Y,2,0,-2,0,54,Yes,778,14,3,5,1,4,20,3,3,2,9189,12137,5,18,5,80,0,13,29
Yes,Corporate,30-39,Current,Finance,Arts,579,1579,Female,Analyst,Married,Yes,Y,4,8,-2,0,33,Yes,166,40,4,5,1,2,39,2,2,1,10572,9418,2,6,3,80,3,25,1
No,Corporate,20-29,Current,HR,Medical,580,1580,Female,Engineer,Divorced,Yes,Y,3,10,-2,0,29,Yes,268,9,4,5,1,3,36,4,3,1,8710,16503,4,9,5,80,2,3,1
Yes,Corporate,20-29,Attrited,IT,Arts,581,1581,Female,Engineer,Married,Yes,Y,1,0,-2,0,27,Yes,181,31,4,1,1,1,39,3,5,3,1987,19863,3,23,4,80,0,8,30
Yes,Corporate,20-29,Current,IT,Engineering,582,1582,Female,Clerk,Single,Yes,Y,5,2,-2,0,28,No,384,24,2,2,1,1,56,3,5,2,16880,7476,4,9,3,80,2,5,91
No,Corporate,40-49,Current,Finance,Arts,583,1583,Female,Manager,Single,No,Y,7,2,-2,0,49,No,637,11,2,3,1,1,83,3,1,1,19897,10138,9,25,1,80,3,13,12
Yes,Corporate,30-39,Current,R&D,Medical,584,1584,Female,Executive,Married,No,Y,2,9,-2,0,34,Yes,170,28,2,2,1,3,36,4,1,4,18238,14616,3,2,2,80,3,11,31
No,Corporate,40-49,Attrited,Sales,Medical,585,1585,Male,Executive,Single,Yes,Y,5,1,-2,0,40,Yes,235,26,5,1,1,1,74,4,4,4,2578,16453,0,14,2,80,3,6,83
Yes,Corporate,20-29,Current,Sales,Science,586,1586,Female,Clerk,Single,No,Y,3,2,-2,0,23,Yes,552,14,5,1,1,2,75,4,2,4,14216,2658,7,12,2,80,2,34,32
No,Corporate,50-59,Attrited,R&D,Arts,587,1587,Male,Executive,Divorced,Yes,Y,1,0,-2,0,54,No,421,12,5,2,1,2,73,1,1,3,2764,14538,1,22,4,80,0,16,93
No,Corporate,30-39,Current,IT,Commerce,588,1588,Female,Executive,Single,Yes,Y,6,1,-2,0,37,No,839,10,5,3,1,2,69,1,5,4,6749,15303,2,15,3,80,2,25,67
No,Corporate,20-29,Attrited,IT,Arts,589,1589,Female,Clerk,Single,Yes,Y,5,4,-2,0,28,No,500,16,4,1,1,1,47,3,1,4,3865,10173,0,0,5,80,2,15,65
No,Corporate,40-49,Current,R&D,Commerce,590,1590,Female,Engineer,Single,No,Y,1,9,-2,0,47,No,517,25,3,4,1,3,45,2,1,1,11431,17990,10,10,1,80,2,11,48
No,Corporate,50-59,Attrited,Finance,Engineering,591,1591,Female,Clerk,Divorced,No,Y,8,9,-2,0,51,Yes,573,39,4,1,1,1,31,1,1,1,6729,3946,7,17,2,80,1,2,77
No,Corporate,50-59,Current,HR,Commerce,592,1592,Female,Engineer,Married,Yes,Y,2,1,-2,0,59,Yes,655,8,2,4,1,3,99,2,5,3,14551,15793,1,10,4,80,3,21,3
No,Corporate,20-29,Attrited,HR,Arts,593,1593,Male,Engineer,Single,Yes,Y,10,9,-2,0,20,No,795,41,5,3,1,4,74,3,2,3,17494,17596,10,20,2,80,1,15,65
Yes,Corporate,20-29,Current,HR,Arts,594,1594,Male,Engineer,Divorced,Yes,Y,2,0,-2,0,20,No,819,38,1,4,1,2,64,2,2,2,3477,19092,10,11,4,80,1,10,37
Yes,Corporate,40-49,Attrited,HR,Commerce,595,1595,Male,Manager,Married,No,Y,8,2,-2,0,48,No,642,36,5,1,1,2,60,4,5,4,3752,6695,1,11,1,80,2,10,79
No,Corporate,20-29,Attrited,HR,Arts,596,1596,Female,Analyst,Married,Yes,Y,6,3,-2,0,23,No,388,4,2,3,1,4,66,3,2,4,7748,5719,4,0,4,80,2,8,31
Yes,Corporate,30-39,Attrited,IT,Medical,597,1597,Male,Manager,Divorced,No,Y,1,4,-2,0,37,No,976,27,4,3,1,3,85,2,2,1,19042,10346,5,25,1,80,2,34,19
No,Corporate,40-49,Current,Sales,Science,598,1598,Female,Clerk,Divorced,Yes,Y,9,0,-2,0,40,Yes,963,1,2,1,1,1,52,1,1,1,4998,3775,5,4,1,80,3,32,7
Yes,Corporate,40-49,Current,Sales,Science,599,1599,Female,Engineer,Married,No,Y,9,8,-2,0,41,No,426,6,2,5,1,4,51,1,2,1,16140,17698,4,16,2,80,3,11,97
No,Corporate,40-49,Attrited,HR,Commerce,600,1600,Male,Engineer,Married,Yes,Y,1,6,-2,0,47,Yes,155,29,1,3,1,4,42,1,1,4,14548,6824,3,0,5,80,3,1,78
No,Corporate,40-49,Attrited,Sales,Commerce,601,1601,Female,Analyst,Married,No,Y,8,0,-2,0,41,No,420,23,3,5,1,1,95,1,4,3,6860,8778,2,5,5,80,0,25,41
No,Corporate,40-49,Current,HR,Engineering,602,1602,Female,Analyst,Married,No,Y,6,3,-2,0,42,Yes,332,15,5,1,1,1,56,3,5,1,19240,1039,1,6,4,80,1,20,89
Yes,Corporate,30-39,Attrited,HR,Arts,603,1603,Male,Clerk,Divorced,No,Y,1,6,-2,0,32,Yes,598,40,2,2,1,4,48,1,4,4,6163,13983,6,14,3,80,2,22,86
No,Corporate,20-29,Current,Finance,Medical,604,1604,Male,Manager,Divorced,No,Y,7,9,-2,0,28,No,646,35,2,5,1,4,95,1,3,4,8790,13346,8,21,3,80,0,24,5
No,Corporate,20-29,Current,R&D,Science,605,1605,Female,Manager,Divorced,Yes,Y,10,9,-2,0,23,No,898,29,3,2,1,1,27,3,2,2,11066,17346,7,4,5,80,1,11,47
Yes,Corporate,30-39,Current,Sales,Medical,606,1606,Female,Clerk,Divorced,Yes,Y,7,2,-2,0,36,Yes,807,25,2,5,1,3,63,1,2,4,8823,12233,5,11,5,80,2,34,29
Yes,Corporate,30-39,Attrited,R&D,Science,607,1607,Male,Manager,Married,No,Y,6,6,-2,0,39,No,157,40,1,3,1,3,86,4,1,3,19428,11471,8,3,4,80,1,17,31
Yes,Corporate,50-59,Attrited,Finance,Commerce,608,1608,Male,Manager,Married,Yes,Y,9,7,-2,0,58,No,412,28,2,2,1,1,69,3,5,2,7132,16966,2,5,5,80,2,37,35
Yes,Corporate,30-39,Current,Finance,Science,609,1609,Female,Executive,Single,No,Y,4,8,-2,0,31,No,590,14,2,3,1,2,61,1,5,4,16125,14992,1,4,4,80,0,38,67
No,Corporate,50-59,Attrited,HR,Arts,610,1610,Female,Executive,Married,No,Y,7,4,-2,0,53,Yes,950,39,3,2,1,1,81,3,2,4,5758,3334,6,11,4,80,2,18,62
Yes,Corporate,40-49,Attrited,R&D,Engineering,611,1611,Female,Executive,Single,No,Y,6,10,-2,0,41,No,775,40,4,2,1,1,87,1,3,2,7744,17848,1,8,2,80,0,28,81
Yes,Corporate,20-29,Attrited,Finance,Arts,612,1612,Female,Manager,Divorced,Yes,Y,9,6,-2,0,27,No,108,38,5,1,1,3,55,4,2,4,16279,19769,6,3,2,80,1,37,39
No,Corporate,20-29,Current,IT,Commerce,613,1613,Female,Executive,Married,No,Y,3,9,-2,0,28,No,935,20,2,3,1,3,88,2,5,1,12717,2081,9,24,5,80,3,2,91
No,Corporate,50-59,Current,HR,Medical,614,1614,Female,Executive,Divorced,Yes,Y,5,6,-2,0,59,Yes,220,32,2,4,1,2,59,2,3,1,13977,17538,8,22,5,80,2,8,54
Yes,Corporate,40-49,Current,R&D,Science,615,1615,Female,Manager,Single,Yes,Y,9,6,-2,0,47,No,432,16,5,2,1,3,87,2,1,2,5945,11720,6,18,3,80,0,26,74
No,Corporate,50-59,Attrited,Sales,Engineering,616,1616,Female,Engineer,Single,No,Y,5,5,-2,0,56,Yes,479,24,5,3,1,3,32,4,2,1,18439,8696,4,13,5,80,0,12,6
No,Corporate,10-19,Attrited,HR,Commerce,617,1617,Female,Manager,Divorced,Yes,Y,1,7,-2,0,19,No,694,21,5,4,1,1,40,4,2,1,9746,7140,7,14,2,80,0,4,14
No,Corporate,20-29,Attrited,Sales,Arts,618,1618,Male,Executive,Single,Yes,Y,10,0,-2,0,25,No,261,30,2,2,1,4,41,2,3,2,6265,3774,10,23,1,80,3,34,39
